0.266667;1.966667
0.066667;1.566667
0.1;2
0.033333;2.033333
0.1;1.566667
0.166667;1.8
0.133333;1.533333
0.233333;1.7
0.2;1.966667
0;2.133333
0.066667;2.066667
0.1;1.566667
0.166667;1.7
0.1;2.166667
0.033333;1.8
0.066667;1.866667
0.033333;2.066667
0.1;2.2
0.133333;2.333333
0.233333;2.366667
0.233333;2.333333
0.166667;2.266667
0.166667;2.9
0.1;2.133333
0.133333;2.033333
0.066667;2.5
0.166667;1.9
0.1;2.266667
0.166667;2.366667
0;1.9
0.066667;1.533333
0.066667;1.866667
0.066667;2.333333
0.033333;2.3
0.1;2.1
0.133333;2.433333
0.1;2.233333
0.033333;2.6
0.066667;2.3
0.033333;2.233333
0.133333;2.866667
0.1;2.933333
0;2.9
0;3.4
0.233333;3.866667
0.1;3.466667
0.066667;2.733333
0.1;2.3
0;2.033333
0.066667;1.6
0.033333;1.866667
0.1;1.966667
0.066667;1.733333
0.166667;1.4
0.1;1.333333
0.066667;1.2
0.066667;1.7
0.166667;1.766667
0.066667;1.7
0.033333;1.466667
0.1;1.433333
0.033333;1.6
0.233333;1.533333
0.1;1.966667
0.033333;1.6
0.133333;1.9
0.1;2
0.266667;1.833333
0.133333;1.866667
0.1;1.8
0.1;1.666667
0.233333;1.633333
0.2;1.433333
0.1;1.7
0.333333;2
0.7;1.6
0.566667;1.8
0.733333;1.566667
0.466667;1.633333
0.666667;1.166667
0.633333;1.666667
0.666667;1.766667
0.733333;1.566667
0.566667;2.033333
0.533333;1.133333
0.533333;1.5
0.5;1.266667
0.466667;1.133333
0.233333;1.233333
0.466667;1.366667
0.3;1.533333
0.3;1.3
0.066667;1.266667
0.233333;1.333333
0.366667;1.333333
0.2;1.533333
0.466667;1.333333
0.366667;1.533333
0.4;1.5
0.166667;1.4
0.066667;1.4
0.133333;1.366667
0.233333;1.333333
0.033333;1.366667
0.033333;1.4
0.033333;1.4
0.333333;1.866667
0.2;1.733333
0.166667;1.566667
0.2;1.466667
0;1.6
0.133333;1.833333
0.1;1.566667
0.033333;1.266667
0.033333;1.466667
0.066667;1.766667
0.1;1.666667
0;1.4
0;1.5
0.033333;1.366667
